ndvi_t1,ndwi_t1,vv,vh,crop_confidence,crop_label
0.27185914,0.3101752,-11.175643013248802,-18.51500683094773,91,Wintercereal_Wheat_or_Mustard
0.80417335,0.70088273,-12.280278615714206,-17.879970940082167,28,Wintercereal_Wheat_or_Mustard
0.7877245,0.68052405,-11.740178256257936,-17.911605118727724,32,Wintercereal_Wheat_or_Mustard
0.7990407,0.72333735,-12.344708345972611,-18.144681921082466,44,Wintercereal_Wheat_or_Mustard
0.8280497,0.7360308,-12.492916203917986,-17.69498572489781,48,Wintercereal_Wheat_or_Mustard
0.8183772,0.72477067,-13.620623354732036,-19.31698943716246,51,Wintercereal_Wheat_or_Mustard
0.8181339,0.71891356,-13.562494452518784,-19.31698943716246,50,Wintercereal_Wheat_or_Mustard
0.8135942,0.73156345,-14.678027471228608,-18.57868226206561,50,Wintercereal_Wheat_or_Mustard
0.8178468,0.73126096,-14.678027471228608,-19.47530748075788,51,Wintercereal_Wheat_or_Mustard
0.23169573,0.27284637,-9.684939855003464,-18.29141802985741,97,Wintercereal_Wheat_or_Mustard
0.22121604,0.29138166,-10.076961198637449,-18.62086562336432,96,Wintercereal_Wheat_or_Mustard
0.21315789,0.2823366,-9.677640866964886,-17.202007387061066,95,Wintercereal_Wheat_or_Mustard
0.26092234,0.31936508,-9.725961940354866,-16.898749029891484,85,Wintercereal_Wheat_or_Mustard
0.23502018,0.29618767,-10.01204031878747,-18.93367993761057,75,Wintercereal_Wheat_or_Mustard
0.2839211,0.34082398,-9.529691349583215,-18.857753444021345,75,Wintercereal_Wheat_or_Mustard
0.57049096,0.54613596,-11.687591366721382,-18.224737516795877,53,Wintercereal_Wheat_or_Mustard
0.77913487,0.6946195,-11.844541358887518,-18.41769493186762,39,Wintercereal_Wheat_or_Mustard
0.794926,0.68955225,-12.097687413659957,-17.819440511314948,34,Wintercereal_Wheat_or_Mustard
0.7968351,0.701305,-12.94763193294038,-18.453916270540645,42,Wintercereal_Wheat_or_Mustard
0.81837493,0.6984127,-12.620425607788675,-18.955106628866943,46,Wintercereal_Wheat_or_Mustard
0.7987658,0.70411795,-12.257948282362293,-17.977626240573294,57,Wintercereal_Wheat_or_Mustard
0.81092894,0.7131042,-13.079665847998909,-18.00381160470773,61,Wintercereal_Wheat_or_Mustard
0.8124138,0.7100468,-13.429522259778736,-18.506036091926493,61,Wintercereal_Wheat_or_Mustard
0.79883623,0.7111228,-12.869975988741274,-18.98900034111443,62,Wintercereal_Wheat_or_Mustard
0.24252954,0.30893117,-10.823278875743943,-20.31549538994712,93,Non_wintercereal
0.32506204,0.3393049,-11.13175409316229,-17.935632752968175,81,Non_wintercereal
0.26153848,0.3015873,-9.7772163472398,-17.64234471794262,44,Non_wintercereal
0.22813456,0.2773537,-10.734481714664003,-18.069089129881533,11,Wintercereal_Wheat_or_Mustard
0.22593193,0.27899897,-8.766953698755591,-18.39513445492077,87,Wintercereal_Wheat_or_Mustard
0.21806452,0.26456797,-9.636191444271589,-17.39712368610967,97,Wintercereal_Wheat_or_Mustard
0.22071198,0.27951154,-9.552330451941597,-16.465250552521987,98,Wintercereal_Wheat_or_Mustard
0.21642764,0.29313928,-10.075962365330303,-18.376090465438413,91,Wintercereal_Wheat_or_Mustard
0.28296295,0.33189788,-10.172472411278637,-17.562838045807936,76,Wintercereal_Wheat_or_Mustard
0.28715217,0.33210784,-10.441818661291949,-17.699921493183087,85,Wintercereal_Wheat_or_Mustard
0.25716045,0.29546174,-9.94564062539908,-18.763259434941283,94,Wintercereal_Wheat_or_Mustard
0.22815683,0.28946516,-9.94564062539908,-19.2667344766362,94,Wintercereal_Wheat_or_Mustard
0.40301907,0.43406114,-10.948354927166095,-19.136220764711776,76,Wintercereal_Wheat_or_Mustard
0.40301907,0.43406114,-10.761253765159935,-19.03786191295565,60,Wintercereal_Wheat_or_Mustard
0.73491687,0.66567844,-12.153956789813131,-18.129482187564932,49,Wintercereal_Wheat_or_Mustard
0.81515527,0.7251476,-12.539374325424449,-17.688183012456726,46,Wintercereal_Wheat_or_Mustard
0.8197153,0.7101808,-12.492201911363455,-18.89293872678177,51,Wintercereal_Wheat_or_Mustard
0.7938204,0.67529666,-11.757948785074465,-17.307986064601195,88,Wintercereal_Wheat_or_Mustard
0.80550873,0.691862,-11.757948785074465,-18.313170737860965,77,Wintercereal_Wheat_or_Mustard
0.2231884,0.25140032,-9.121024362162933,-18.042476463324835,87,Wintercereal_Wheat_or_Mustard
0.21834625,0.25733334,-9.08295640572302,-17.6836615343833,96,Wintercereal_Wheat_or_Mustard
0.21871953,0.26903552,-8.703303613163092,-16.557581616727372,97,Wintercereal_Wheat_or_Mustard
0.22083059,0.265892,-8.867583915419129,-16.235329670437622,98,Wintercereal_Wheat_or_Mustard
0.22864652,0.2677966,-9.681572226943604,-16.996556838232046,97,Wintercereal_Wheat_or_Mustard
0.21073298,0.2776243,-10.275223787172996,-16.918423940815277,95,Wintercereal_Wheat_or_Mustard
0.2192583,0.29330572,-9.51421089330408,-17.976417888200732,96,Wintercereal_Wheat_or_Mustard
0.22911392,0.30248156,-10.4664122717292,-18.442614933863727,91,Wintercereal_Wheat_or_Mustard
0.27510104,0.3151651,-10.57409984141188,-18.00787018092886,73,Wintercereal_Wheat_or_Mustard
0.30135748,0.33024976,-10.331134896992886,-17.25653732884126,75,Wintercereal_Wheat_or_Mustard
0.23898782,0.28640935,-10.065841439455834,-18.63407582237383,85,Wintercereal_Wheat_or_Mustard
0.24017467,0.295114,-10.056915270058798,-18.02103385378724,92,Wintercereal_Wheat_or_Mustard
0.25500748,0.31722623,-10.57542289106979,-18.38304402983556,75,Wintercereal_Wheat_or_Mustard
0.8264935,0.70101595,-12.832170349873516,-18.71722393189357,48,Wintercereal_Wheat_or_Mustard
0.7916993,0.6914736,-13.240557595394446,-17.964606955732535,49,Wintercereal_Wheat_or_Mustard
0.7982099,0.69003314,-13.15981679452466,-18.880284730059543,47,Wintercereal_Wheat_or_Mustard
0.7833667,0.664,-11.949962230660493,-16.935349855824484,79,Wintercereal_Wheat_or_Mustard
0.2550664,0.3128655,-11.264462999779434,-18.7768318941376,88,Non_wintercereal
0.2445993,0.29702252,-10.95401995436568,-18.740794147242003,87,Non_wintercereal
0.25936198,0.30553558,-10.533032617606032,-19.60013906351274,94,Non_wintercereal
0.3080772,0.35455218,-11.146286056213013,-19.066553212517267,93,Non_wintercereal
0.23868568,0.28488746,-8.832486705726962,-18.200232537685284,25,Non_wintercereal
0.23316061,0.25593668,-9.09105156618692,-17.485289819396648,56,Wintercereal_Wheat_or_Mustard
0.22605863,0.2759322,-9.32732378028787,-17.599766401677968,83,Wintercereal_Wheat_or_Mustard
0.21068056,0.26850903,-9.3079969176807,-17.599766401677968,89,Wintercereal_Wheat_or_Mustard
0.25007945,0.3100233,-9.884832997543166,-18.708476746470463,97,Wintercereal_Wheat_or_Mustard
0.24521193,0.305894,-10.582814559741898,-17.735362607370572,86,Wintercereal_Wheat_or_Mustard
0.25907385,0.30649352,-10.761871101728024,-18.301386192154208,83,Wintercereal_Wheat_or_Mustard
0.25907385,0.30649352,-9.986546823739287,-18.06214170694344,83,Wintercereal_Wheat_or_Mustard
0.26279864,0.3057427,-10.14215542919603,-18.728299012692837,95,Wintercereal_Wheat_or_Mustard
0.26425505,0.31170484,-10.206336742019497,-19.97218911341399,94,Wintercereal_Wheat_or_Mustard
0.2634804,0.31505102,-10.087369902992522,-18.227628950049525,94,Wintercereal_Wheat_or_Mustard
0.24745135,0.30637333,-10.566603159134331,-18.721728441288544,96,Wintercereal_Wheat_or_Mustard
0.25510514,0.32369015,-10.80612961843393,-18.85302524976253,96,Wintercereal_Wheat_or_Mustard
0.44416028,0.4704861,-11.52284332076501,-19.679214110936524,89,Wintercereal_Wheat_or_Mustard
0.7882919,0.6766917,-12.369323403843762,-17.83229783111033,34,Wintercereal_Wheat_or_Mustard
0.76056755,0.64258134,-11.826599958015748,-18.27087748282644,12,Wintercereal_Wheat_or_Mustard
0.31588784,0.35168,-11.64666469423154,-18.84438331100536,97,Non_wintercereal
0.24111763,0.3088396,-11.260062733647374,-18.878588878088124,93,Non_wintercereal
0.29643992,0.3330917,-11.083836708569905,-18.54873557221225,94,Non_wintercereal
0.2252366,0.2643229,-8.838512625226668,-17.27250956383806,14,Wintercereal_Wheat_or_Mustard
0.23316061,0.27102804,-8.984931344693264,-17.226557358928204,42,Wintercereal_Wheat_or_Mustard
0.38036627,0.39629516,-11.08883726243852,-17.88871898242367,83,Wintercereal_Wheat_or_Mustard
0.35181975,0.39285713,-11.65724375888044,-16.70626558832456,96,Wintercereal_Wheat_or_Mustard
0.3894856,0.42575407,-11.132637660698563,-17.66017662805069,94,Wintercereal_Wheat_or_Mustard
0.7222552,0.6353902,-11.639550283453948,-17.999967608116016,11,Wintercereal_Wheat_or_Mustard
0.7634783,0.65101767,-12.11829441795133,-17.320315607342437,28,Non_wintercereal
0.77057356,0.6714622,-13.237934612995597,-17.320315607342437,24,Wintercereal_Wheat_or_Mustard
0.7133891,0.6429288,-12.60700408317449,-19.093401570379203,65,Wintercereal_Wheat_or_Mustard
0.68283963,0.6207575,-13.282687771000576,-18.557090834293064,65,Wintercereal_Wheat_or_Mustard
0.30056712,0.376,-10.891195163734505,-19.106370312773684,96,Non_wintercereal
0.30056712,0.376,-10.650379411128185,-19.858288158605387,96,Non_wintercereal
0.23567753,0.30271247,-11.373564747660714,-18.831450706556677,80,Non_wintercereal
0.2541417,0.29901424,-10.429266690701125,-18.660657197343426,96,Non_wintercereal
0.21683674,0.272,-9.249587518949689,-18.347807191473365,6,Wintercereal_Wheat_or_Mustard
0.7819811,0.67996246,-11.162012552331069,-18.06381050955692,89,Wintercereal_Wheat_or_Mustard
0.7753883,0.69441277,-11.212739740926043,-18.76233830648636,90,Wintercereal_Wheat_or_Mustard
0.78967136,0.6987522,-12.273598365237312,-18.881388467609096,83,Wintercereal_Wheat_or_Mustard
0.7715877,0.69826436,-12.21026014785556,-18.71205594970445,86,Wintercereal_Wheat_or_Mustard
0.7621226,0.7025414,-12.294366114397032,-18.748941688531385,86,Wintercereal_Wheat_or_Mustard
0.7458353,0.67526835,-11.47822564619718,-18.814114242125054,83,Wintercereal_Wheat_or_Mustard
0.670226,0.6148859,-11.048646666526407,-17.0334817200633,63,Wintercereal_Wheat_or_Mustard
0.76917195,0.68135595,-11.869040522570868,-18.55787367718335,78,Wintercereal_Wheat_or_Mustard
0.61220044,0.59777915,-11.175478863021976,-16.648315164365496,56,Non_wintercereal
0.2506812,0.3081582,-12.512084502434115,-17.932054115034997,72,Non_wintercereal
0.2647975,0.299431,-10.045141353240382,-18.73266578975532,86,Non_wintercereal
0.38197425,0.38956454,-9.004974947495578,-16.981153243359437,91,Non_wintercereal
0.42352548,0.45951486,-8.597120530445482,-16.22829685859808,57,Non_wintercereal
0.34563345,0.39274347,-8.441665106936245,-16.771865494024237,48,Non_wintercereal
0.28442574,0.33333334,-11.05769621851264,-19.17980922635489,22,Wintercereal_Wheat_or_Mustard
0.82174015,0.7257092,-11.578163983161495,-18.20230711250922,94,Wintercereal_Wheat_or_Mustard
0.84365714,0.7305299,-13.01661483271336,-19.341738630291616,76,Wintercereal_Wheat_or_Mustard
0.85215694,0.746168,-13.022799104376094,-18.948965757508084,84,Wintercereal_Wheat_or_Mustard
0.8402655,0.75152665,-12.099886925033069,-18.265457028282736,89,Wintercereal_Wheat_or_Mustard
0.8566441,0.766315,-11.804562629172672,-19.552365040109084,80,Wintercereal_Wheat_or_Mustard
0.8556194,0.7682236,-10.912987580102644,-18.35425314868313,76,Wintercereal_Wheat_or_Mustard
0.8206115,0.7412858,-10.25473372660822,-16.90211627257583,82,Wintercereal_Wheat_or_Mustard
0.73617023,0.66229063,-10.830162834061172,-17.19414125452223,76,Wintercereal_Wheat_or_Mustard
0.7350696,0.6619355,-12.06901960100858,-18.55341469519913,77,Wintercereal_Wheat_or_Mustard
0.74794996,0.66907066,-12.205966066785903,-18.55341469519913,49,Non_wintercereal
0.74794996,0.66907066,-12.753087545467574,-18.79352108781229,49,Non_wintercereal
0.6319846,0.58465856,-13.01476330775284,-19.521644749807844,6,Non_wintercereal
0.47077096,0.4770278,-10.62328465055442,-17.144193289306276,45,Non_wintercereal
0.3690745,0.4195436,-10.728641499099014,-17.361919611047732,73,Non_wintercereal
0.3320707,0.39874047,-11.550751975469218,-17.976434132725714,95,Non_wintercereal
0.25384352,0.31588382,-12.008444340864742,-18.6351621430945,76,Non_wintercereal
0.23986255,0.30252707,-11.786259954794543,-19.294318098372017,76,Non_wintercereal
0.29349363,0.33163452,-9.740124516657382,-17.955060246584253,87,Non_wintercereal
0.38555858,0.4056669,-9.0115765934054,-17.02008060379467,92,Non_wintercereal
0.24554269,0.30003265,-10.634344549384398,-18.53278279692857,8,Wintercereal_Wheat_or_Mustard
0.85671383,0.74727494,-13.756198320747435,-20.18003155161381,72,Wintercereal_Wheat_or_Mustard
0.8523024,0.7529291,-13.228971816460668,-20.372618385840774,84,Wintercereal_Wheat_or_Mustard
0.85928994,0.75927454,-13.13206205162447,-18.34109417261248,85,Wintercereal_Wheat_or_Mustard
0.858144,0.7737685,-11.428238099579906,-19.261830052272558,73,Wintercereal_Wheat_or_Mustard
0.64198893,0.6155686,-11.24634407017121,-18.97657756324846,21,Wintercereal_Wheat_or_Mustard
0.5252803,0.54555196,-12.069873680011888,-18.59690080602205,15,Wintercereal_Wheat_or_Mustard
0.6207496,0.57425267,-14.634890938165402,-20.424287171764416,2,Non_wintercereal
0.66329116,0.6186253,-14.20923492255355,-19.979412998507044,81,Non_wintercereal
0.5528757,0.5414365,-10.884794577839449,-16.69827671214975,45,Non_wintercereal
0.5707257,0.5736291,-11.05037305860547,-16.481365904458805,42,Non_wintercereal
0.32770067,0.41433623,-11.166074134245587,-18.037745929855355,99,Non_wintercereal
0.30656934,0.29428777,-10.825918908922176,-17.297953122938733,87,Non_wintercereal
0.31355932,0.35469773,-10.5904138112264,-16.887062016227507,78,Non_wintercereal
0.21925133,0.28722653,-10.45623354370413,-17.410225684608157,70,Non_wintercereal
0.22959183,0.2974428,-9.929062430633632,-16.718650234946754,2,Wintercereal_Wheat_or_Mustard
0.8502768,0.7539366,-12.9813152380347,-19.836861586200317,85,Wintercereal_Wheat_or_Mustard
0.8566922,0.7413356,-14.062621077586943,-20.334097303722043,92,Wintercereal_Wheat_or_Mustard
0.86263853,0.7579487,-13.383816941280068,-18.644364821635453,84,Wintercereal_Wheat_or_Mustard
0.8545455,0.7695167,-12.637347686818496,-19.00547185898931,86,Wintercereal_Wheat_or_Mustard
0.8524695,0.76672107,-11.524158527876748,-19.242083772407483,77,Wintercereal_Wheat_or_Mustard
0.8607803,0.7786065,-11.413954916523084,-18.79387341974569,78,Wintercereal_Wheat_or_Mustard
0.8481344,0.7693754,-10.6909448851209,-18.22209671697753,78,Wintercereal_Wheat_or_Mustard
0.86065227,0.76213396,-11.46848165240211,-17.911600617642527,60,Wintercereal_Wheat_or_Mustard
0.8623218,0.7669565,-11.713182539526654,-17.131561930852854,70,Wintercereal_Wheat_or_Mustard
0.84006596,0.7533386,-11.54812799373824,-18.40324110802764,80,Wintercereal_Wheat_or_Mustard
0.7037037,0.6500437,-11.36888540679889,-18.332994028697915,34,Wintercereal_Wheat_or_Mustard
0.49554366,0.51580846,-11.90053996559384,-20.020331291408223,1,Wintercereal_Wheat_or_Mustard
0.48438895,0.5224154,-13.34860518250878,-19.6001279967895,22,Non_wintercereal
0.6,0.5924883,-13.69728672784954,-20.52677478235372,24,Non_wintercereal
0.6875,0.62329733,-14.424868358295074,-20.66728050589034,1,Non_wintercereal
0.2317006,0.30267754,-10.801635508050238,-16.961728003301822,91,Non_wintercereal
0.2599934,0.328457,-10.457537342352945,-18.14231321852122,97,Non_wintercereal
0.28454173,0.32861692,-9.9842884266139,-17.275263713957944,89,Non_wintercereal
0.3319644,0.3551532,-10.512440365597946,-17.44838262136605,87,Non_wintercereal
0.224693,0.31363475,-9.046463446558905,-17.429935637243076,86,Non_wintercereal
0.8580274,0.7381051,-14.095484510951472,-20.43989675991744,80,Wintercereal_Wheat_or_Mustard
0.86166775,0.7611089,-13.75932573162192,-18.69167512715165,85,Wintercereal_Wheat_or_Mustard
0.86132175,0.75988525,-12.88547465062431,-20.21360254526015,92,Wintercereal_Wheat_or_Mustard
0.85091543,0.75890636,-12.699409721494195,-18.288760112538835,88,Wintercereal_Wheat_or_Mustard
0.8568358,0.76141924,-11.932552800276188,-17.802663350633953,54,Wintercereal_Wheat_or_Mustard
0.8568358,0.76141924,-11.944964488990411,-18.239236892696987,50,Wintercereal_Wheat_or_Mustard
0.8520583,0.74787533,-11.674868286921782,-17.883894495651365,55,Wintercereal_Wheat_or_Mustard
0.7930137,0.72310257,-11.734070036726544,-18.850519824774636,37,Wintercereal_Wheat_or_Mustard
0.58438975,0.5672486,-13.286048131203572,-19.08122885259164,18,Non_wintercereal
0.71747214,0.6585147,-13.80913435308705,-19.562565601064406,78,Non_wintercereal
0.8398939,0.74022174,-13.660441086603829,-19.97380620358462,2,Non_wintercereal
0.2735724,0.33009708,-9.6001951353439,-16.714289686340948,98,Non_wintercereal
0.29216468,0.34206897,-10.1420347336793,-16.83318797617758,92,Non_wintercereal
0.34443358,0.39168638,-10.879997646588588,-17.594261062970038,93,Non_wintercereal
0.283715,0.3580081,-9.112641325318227,-17.722823152428294,90,Non_wintercereal
0.8471575,0.7204861,-14.1338623182271,-19.466132539607557,94,Wintercereal_Wheat_or_Mustard
0.85325336,0.73252803,-13.886593807324369,-19.88582569730105,85,Wintercereal_Wheat_or_Mustard
0.85379064,0.73920405,-13.399017774203736,-20.16588884695775,84,Wintercereal_Wheat_or_Mustard
0.8675297,0.7593496,-13.99418720718927,-19.67965516923948,89,Wintercereal_Wheat_or_Mustard
0.8626458,0.75596595,-13.541751750652177,-20.155365932178874,93,Wintercereal_Wheat_or_Mustard
0.87040424,0.78311384,-12.01072480007798,-18.518204584735305,53,Wintercereal_Wheat_or_Mustard
0.8631492,0.7676965,-11.418587550205942,-18.937327796792538,58,Wintercereal_Wheat_or_Mustard
0.86042625,0.7569061,-10.454264748060735,-17.92992662818431,65,Wintercereal_Wheat_or_Mustard
0.8633745,0.75708187,-11.277313695825566,-18.986805370603893,81,Wintercereal_Wheat_or_Mustard
0.755877,0.6923747,-11.452324897408248,-19.096973577492456,20,Wintercereal_Wheat_or_Mustard
0.7810793,0.6766763,-11.508639033825032,-18.932397077949595,31,Non_wintercereal
0.30701238,0.35823637,-9.721694297449382,-16.900897534874563,90,Non_wintercereal
0.30701238,0.35823637,-9.784624721458876,-16.900897534874563,90,Non_wintercereal
0.8099463,0.70373625,-11.724680707244511,-19.608136607102463,93,Wintercereal_Wheat_or_Mustard
0.8525878,0.7385082,-13.904495999139026,-21.145154930214535,86,Wintercereal_Wheat_or_Mustard
0.87681633,0.75430775,-12.76755425211362,-20.835821878041514,92,Wintercereal_Wheat_or_Mustard
0.8592788,0.7532656,-12.502021010121563,-19.78293526601169,88,Wintercereal_Wheat_or_Mustard
0.8755203,0.784273,-11.96380898359034,-19.131592594581114,62,Wintercereal_Wheat_or_Mustard
0.8687747,0.7721139,-10.750145918052311,-19.08121084858701,78,Wintercereal_Wheat_or_Mustard
0.8710953,0.77029556,-11.248940252139905,-18.686574206042074,82,Wintercereal_Wheat_or_Mustard
0.7743209,0.6933304,-10.555759085111037,-18.972300861914427,2,Wintercereal_Wheat_or_Mustard
0.778765,0.6746131,-11.861936161098852,-17.74273320929264,40,Non_wintercereal
0.79968345,0.7169974,-12.464968250188338,-18.156837210146485,5,Non_wintercereal
0.8343722,0.74059993,-12.620991495492946,-18.25478467123434,90,Wintercereal_Wheat_or_Mustard
0.83710617,0.7229153,-13.10346025866375,-19.014714385401582,90,Wintercereal_Wheat_or_Mustard
0.83710617,0.7229153,-13.376332004801752,-19.181955884873062,90,Wintercereal_Wheat_or_Mustard
0.83831364,0.73048407,-13.284647837460271,-19.76082201339131,87,Wintercereal_Wheat_or_Mustard
0.8464437,0.73566526,-14.058606370035756,-20.879503941560955,88,Wintercereal_Wheat_or_Mustard
0.84974337,0.73100436,-13.688734013812748,-20.869611960625377,88,Wintercereal_Wheat_or_Mustard
0.8585489,0.73430157,-13.441208967087135,-19.93122810747868,88,Wintercereal_Wheat_or_Mustard
0.8613025,0.74786055,-13.441208967087135,-20.219672920767824,91,Wintercereal_Wheat_or_Mustard
0.8613025,0.74786055,-13.674868990209788,-19.94350216579028,91,Wintercereal_Wheat_or_Mustard
0.8614681,0.75735146,-13.1622693517024,-20.490439485381515,76,Wintercereal_Wheat_or_Mustard
0.84155726,0.7470475,-11.962555017769397,-17.92408353910074,66,Wintercereal_Wheat_or_Mustard
0.8258427,0.7325633,-13.429370806731397,-19.90010784453948,94,Wintercereal_Wheat_or_Mustard
0.85253453,0.7305209,-13.24503499081551,-19.40543221107178,70,Wintercereal_Wheat_or_Mustard
0.852808,0.74344766,-13.905371894696906,-19.822535144557037,72,Wintercereal_Wheat_or_Mustard
0.8553305,0.74612486,-14.566918166274434,-20.300841628181058,96,Wintercereal_Wheat_or_Mustard
0.86025614,0.7483108,-14.142384946626986,-20.300841628181058,91,Wintercereal_Wheat_or_Mustard
0.8527285,0.757223,-13.40341296459033,-20.001627173182904,67,Wintercereal_Wheat_or_Mustard
0.87139004,0.77826566,-12.280252905904486,-18.57782365385816,72,Wintercereal_Wheat_or_Mustard
0.8718738,0.77457595,-12.05378724115212,-18.75483510588483,70,Wintercereal_Wheat_or_Mustard
0.8584867,0.7612403,-11.689048136525315,-18.067630324599225,80,Wintercereal_Wheat_or_Mustard
0.8453586,0.75107294,-11.836167546771188,-18.373634995442387,71,Wintercereal_Wheat_or_Mustard
0.8065746,0.72246194,-10.711929042165744,-17.869857779712117,60,Wintercereal_Wheat_or_Mustard
0.77530223,0.712,-11.615228619073342,-17.364089976942008,42,Wintercereal_Wheat_or_Mustard
0.77530223,0.712,-12.15144429243536,-17.80362331223945,42,Wintercereal_Wheat_or_Mustard
0.83792776,0.7681756,-12.568770985227111,-19.25699524253378,26,Wintercereal_Wheat_or_Mustard
0.846901,0.732321,-13.8830751378098,-20.43238385833217,74,Wintercereal_Wheat_or_Mustard
0.8193431,0.7399651,-12.370148165574864,-17.91300518259881,84,Wintercereal_Wheat_or_Mustard
0.81354266,0.7303371,-11.479189877140897,-18.497023467473635,72,Wintercereal_Wheat_or_Mustard
0.7572388,0.7035706,-12.70580151521708,-17.790939492957094,74,Wintercereal_Wheat_or_Mustard
0.76437455,0.7160466,-13.509222755647668,-18.56116646973276,84,Wintercereal_Wheat_or_Mustard
0.7558528,0.6986365,-12.2652902097388,-19.428741592215623,82,Wintercereal_Wheat_or_Mustard
0.68274176,0.6281383,-12.2652902097388,-19.201805639383227,70,Wintercereal_Wheat_or_Mustard
0.68274176,0.6281383,-11.624188839432536,-18.672263236133947,70,Wintercereal_Wheat_or_Mustard
0.73965085,0.6833977,-11.227590773329222,-18.625236168496727,57,Wintercereal_Wheat_or_Mustard
0.75685173,0.70029473,-13.39327822582472,-20.02193104334792,82,Wintercereal_Wheat_or_Mustard
0.73080707,0.6727705,-12.964027282707278,-19.90443782725517,87,Wintercereal_Wheat_or_Mustard
0.6911692,0.66165775,-10.852332680185748,-19.137492652241185,62,Wintercereal_Wheat_or_Mustard
0.7125808,0.6581608,-11.623024953765473,-18.64818278805878,70,Wintercereal_Wheat_or_Mustard
